nom,prix,website,source,date_scraped,category,promotion
iPad Air 4 A2316 (WiFi) 64GB Green (Grade A+),324.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=5,2024-12-29 19:11:50,,
iPad Air 3 A2152 (WiFi) 256GB Space Gray (Grade A+),224.24,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=5,2024-12-29 19:11:50,,
iPad Pro 11 2nd Gen (2020) Wi-Fi + Cellular 6GB/128GB - Space Gray,487.49,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=5,2024-12-29 19:11:50,,
"iPad Air 13-inch (M2): Liquid Retina Display, 256GB, Landscape 12MP Front Camera/12MP Back Camera, Wi-Fi 6E, Touch ID, All-Day Battery Life - Blue",984.95,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=5,2024-12-29 19:11:50,,
"iPad Pro 2nd Gen 256GB Wi-Fi + 4G LTE Unlocked, 12.9"" - Silver",336.02,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=5,2024-12-29 19:11:50,,
"iPad Pro 12.9"" (5th Gen) A2379 (WiFi + Cellular Unlocked) 256GB Silver (Grade B)",779.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=5,2024-12-29 19:11:50,,
iPad Mini 5 256GB Wi-Fi - Space Gray,243.74,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=5,2024-12-29 19:11:50,,
iPad 7 (2019) Wi-Fi Only 3GB/32GB - Space Gray,129.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=5,2024-12-29 19:11:50,,
iPad 7 (2019) Wi-Fi Only 3GB/32GB - Space Gray,139.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=5,2024-12-29 19:11:50,,
iPad Mini 5 (2019)  Wi-Fi Only 3GB/256GB - Space Gray,243.74,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=5,2024-12-29 19:11:50,,
iPad Mini 5 (2019) Wi-Fi Only 3GB/256GB - Space Gray,243.74,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=5,2024-12-29 19:11:50,,
"iPad 7th Gen 10.2"" 32GB Space Gray (WiFi + Cellular) Grade B-",149.17,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=5,2024-12-29 19:11:50,,
iPad Mini 5 (2019) Wi-Fi Only 3GB/256GB - Space Gray,243.74,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad Mini 5 (2019)  Wi-Fi Only 3GB/256GB - Space Gray,243.74,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
"iPad 7th Gen 10.2"" 32GB Space Gray (WiFi + Cellular) Grade B-",149.17,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
"iPad mini 5 (5th Gen) 64GB - Wi-Fi + Cellular - 7.9"" - Space Gray - (2019)",234.97,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad Air 4 A2316 (WiFi) 64GB Space Gray (Grade A+),329.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad 10th Gen A2696 (WiFi) 256GB Blue (Grade A+),458.24,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
"iPad Pro 11-Inch (M4): Ultra Retina XDR Display, 512GB, Landscape 12MP Front Camera/12MP Back Camera, LiDAR Scanner, Wi-Fi 6E, Face ID, All-Day Battery Life - Space Black",1294.95,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
"iPad Pro 9.7"" (1st Gen) A1673 (WiFi) 32GB Rose Gold",149.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad Mini 5 A2133 (WiFi) 64GB Gold (Grade A+),230.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad Mini 5 A2133 (WiFi) 64GB Gold (Grade B),194.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
"iPad Pro 13-Inch (M4): Ultra Retina XDR Display, 512GB, Landscape 12MP Front Camera/12MP Back Camera, LiDAR Scanner, Wi-Fi 6E, Face ID, All-Day Battery Life - Space Black",1584.95,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
"iPad Pro (1st Gen) 128GB - Wi-Fi - 9.7"" - Silver - (2016)",149.97,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad Mini 5 (2019)  Wi-Fi Only 3GB/256GB - Space Gray,243.74,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad 7th Gen A2197 (WiFi) 32GB Space Gray (Grade C),169.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
"iPad Pro 3 (3rd Gen) 256GB - Wi-Fi - 12.9"" - Silver - (2018)",419.97,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad Mini 5 A2133 (WiFi) 256GB Silver (Grade A+),253.49,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad Mini 5 A2133 (WiFi) 256GB Space Gray (Grade A),243.74,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad Mini 5 A2133 (WiFi) 64GB Space Gray (Grade A+),214.49,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad Mini 5 A2133 (WiFi) 64GB Gold (Grade A+),204.74,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad 7th Gen A2197 (WiFi) 32GB Space Gray,141.37,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad 7th Gen A2197 (WiFi) 32GB Space Gray,159.49,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad 10th Gen A2696 (WiFi) 64GB Yellow (Grade A+),316.87,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad Mini 5 A2133 (WiFi) 64GB Space Gray (Grade A+),241.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
"iPad Pro 10.5"" A1701 (WiFi) 256GB Space Gray",218.49,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
"iPad Air 4 (4th Gen) 64GB - Wi-Fi - 10.9"" - Sky Blue - (2020)",334.97,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
"iPad Pro 12.9"" (6th Gen) A2764 (WiFi + Cellular Unlocked) 256GB Space Gray (Grade B)",949.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad 7th Gen A2197 (WiFi) 32GB Space Gray,129.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad Mini 5 A2133 (WiFi) 256GB Space Gray (Grade A+),263.24,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
"iPad Pro MLMP2LL/A 9.7"" Tablet 32GB WiFi , Silver",168.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad Mini 5 A2133 (WiFi) 256GB Gold (Grade A+),263.24,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad 2 A1395 (WiFi) 16GB Black,58.49,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad 2 A1395 (WiFi) 16GB Black,65.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
"iPad Air 13-inch (M2): Liquid Retina Display, 512GB, Landscape 12MP Front Camera/12MP Back Camera, Wi-Fi 6E, Touch ID, All-Day Battery Life - Space Gray",1164.95,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad Pro 12.9 5th Gen (2021) Wi-Fi+Cellular 8GB/128GB - Space Gray,609.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad Air 4 A2316 (WiFi) 64GB Sky Blue (Grade A),297.37,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
iPad Air 4 A2316 (WiFi) 64GB Silver (Grade A+),319.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=6,2024-12-29 19:11:53,,
"iPad Pro 11-Inch (M4): Ultra Retina XDR Display, 512GB, Landscape 12MP Front Camera/12MP Back Camera, LiDAR Scanner, Wi-Fi 6E, Face ID, All-Day Battery Life - Space Silver",1269.95,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Air 2 (2nd Gen) 64GB - Wi-Fi - 9.7"" - Gold - (2014)",164.97,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad mini 2 (2nd Gen) 16GB - Wi-Fi - 7.9"" - Silver - (2013)",84.97,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Pro 3 (3rd Gen) 128GB - Wi-Fi - 11"" - Space Gray - (2021)",549.97,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Air MD787LL/A 9.7"" Tablet 64GB WiFi, Space Gray",129.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Air 13-inch (M2): Liquid Retina Display, 512GB, Landscape 12MP Front Camera/12MP Back Camera, Wi-Fi 6E, Touch ID, All-Day Battery Life - Blue",1164.95,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad 9th Gen 10.2"" (2021) Tablet 64GB WiFi, Silver",254.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Air 13-inch (M2): Liquid Retina Display, 512GB, Landscape 12MP Front Camera/12MP Back Camera, Wi-Fi 6E, Touch ID, All-Day Battery Life - Starlight",1164.95,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
iPad 7 (2019) Wi-Fi + Cellular 3GB/32GB - Space Gray,149.17,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Mini MK6K2LL/A 7.9"" Tablet 16GB WiFi, Silver",192.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Pro (1st Gen) 256GB - Wi-Fi + Cellular - 11"" - Space Gray - (2018)",399.97,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Air 11-inch (M2): Liquid Retina Display, 1TB, Landscape 12MP Front Camera/12MP Back Camera, Wi-Fi 6E, Touch ID, All-Day Battery Life - Starlight",1174.95,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Pro 4 (4th Gen) 256GB - Wi-Fi - 12.9"" - Space Gray - (2020)",579.97,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Pro 11-Inch (M4): Ultra Retina XDR Display, 512GB, Landscape 12MP Front Camera/12MP Back Camera, LiDAR Scanner, Wi-Fi 6E + 5G Cellular with eSIM, All-Day Battery Life - Space Black",1504.95,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Pro (1st Gen) 256GB - Wi-Fi - 11"" - Space Gray - (2018)",379.97,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
iPad 5 (2017) Wi-Fi Only 2GB/128GB - Space Gray,116.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
iPad 5 (2017) Wi-Fi Only 2GB/128GB - Space Gray,116.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Air 5 (5th Gen) 64GB - Wi-Fi + Cellular - 10.9"" - Blue - (2022)",474.97,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Air 4 (4th Gen) 64GB - Wi-Fi + Cellular - 10.9"" - Space Gray - (2020)",334.97,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad mini 2 (2nd Gen) 16GB - Wi-Fi - 7.9"" - Silver - (2013)",84.97,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
iPad 5 (2017) Wi-Fi Only 2GB/128GB - Space Gray,116.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
iPad 5 (2017) Wi-Fi Only 2GB/128GB - Space Gray,116.99,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Air 13-inch (M2): Liquid Retina Display, 512GB, Landscape 12MP Front Camera/12MP Back Camera, Wi-Fi 6E + 5G Cellular with eSIM, Touch ID, All-Day Battery Life - Blue",1344.95,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Pro (1st Gen) 64GB - Wi-Fi - 11"" - Silver - (2018)",364.97,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Pro (1st Gen) 64GB - Wi-Fi - 11"" - Silver - (2018)",364.97,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Air 13-inch (M2): Liquid Retina display, 1TB, Landscape 12MP Front Camera/12MP Back Camera, Wi-Fi 6E + 5G Cellular with eSIM, Touch ID, All-Day Battery Life - Space Gray",1504.95,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Air 4 (4th Gen) 64GB - Wi-Fi + Cellular - 10.9"" - Sky Blue - (2020)",359.97,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Air 4 (4th Gen) 64GB - Wi-Fi + Cellular - 10.9"" - Sky Blue - (2020)",359.97,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Air 13-inch (M2): Liquid Retina display, 1TB, Landscape 12MP Front Camera/12MP Back Camera, Wi-Fi 6E + 5G Cellular with eSIM, Touch ID, All-Day Battery Life - Starlight",1559.95,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Pro 5 (5th Gen) 128GB - Wi-Fi + Cellular - 12.9"" - Space Gray - (2021)",744.97,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Air 5 (5th Gen) 64GB - Wi-Fi + Cellular - 10.9"" - Purple - (2022)",469.97,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Air 5 (5th Gen) 64GB - Wi-Fi + Cellular - 10.9"" - Blue - (2022)",474.97,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Pro 3 (3rd Gen) 256GB - Wi-Fi + Cellular - 12.9"" - Space Gray - (2018)",469.97,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Pro 3 (3rd Gen) 256GB - Wi-Fi + Cellular - 12.9"" - Space Gray - (2018)",469.97,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Pro 11-Inch (M4): Ultra Retina XDR Display, 2TB, Landscape 12MP Front Camera/12MP Back Camera, LiDAR Scanner, Wi-Fi 6E, Face ID, All-Day Battery Life - Space Black",2039.95,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad Pro 11-Inch (M4): Ultra Retina XDR Display - Nano-Texture Glass, 1TB, Landscape 12MP Front Camera/12MP Back Camera, LiDAR Scanner, Wi-Fi 6E, Face ID, All-Day Battery Life - Silver",1804.95,newegg.com,https://www.newegg.com/p/pl?N=100171661%2050001759&Submit=ENE&page=7,2024-12-29 19:11:56,,
"iPad 10.9"", 10th Generation 2022 Latest Model with Wi-Fi and Capacity",339.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad Pro 13"" Wi-Fi with M4, Latest Model 2024 and Size",1199.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
iPad Air 11-inch WIFI with M2 (Latest Model 2024 Choose Color and Size),549.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
iPad Pro 11-inch WIFI with M4 (Latest Model 2024 Choose Color and Size),929.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
iPad Air 13-inch WIFI with M2 (Latest Model 2024 Choose Color and Size),749.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad Pro 11"" -  with Wi-Fi - Choose Color and Capacity",749.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad 10.2"" 64GB, 9th Generation with Wi-Fi",319.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad Air 10.9"" 64GB with Wi-Fi  w/M1 Chip",559.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad Pro 12.9"" with Wi-Fi and Capacity",1049.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad Air 13"" 128GB with M2 Chip + iPad Pencil Pro (Choose Color)",869.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
Pencil Pro (2024),119.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
iPad Pro 13-inch WIFI with M4 and Nano Glass (Latest Model 2024 Choose Color and Size),1849.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad Air 10.9"" 256GB with Wi-Fi w/M1 Chip",719.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
iPad Air 11-inch Cellular with M2 (Latest Model 2024 Choose Color and Size),979.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad Pro 11"" with Wi-Fi + Cellular and Capacity",1249.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
iPad Pro 11-inch WIFI with M4 and Nano Glass (Latest Model 2024 Choose Color and Size),1599.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad 10.2"" 256GB, 9th Generation with Wi-Fi + Cellular",579.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad Air 10.9"" 256GB with Wi-Fi + Cellular w/M1 Chip",869.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad 10.2"" 64GB, 9th Generation with Wi-Fi + Cellular",449.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad mini, 6th Gen Latest Model 256GB with Wi-Fi + Cellular",659.91,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad mini, 6th Gen 64GB with Wi-Fi + Cellular",519.91,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad Air 10.9"" 64GB with Wi-Fi + Cellular w/M1 Chip",719.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
iPad mini 7th Gen Wi-Fi and Capacity,489.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
iPad Mini 7th Gen 128GB Wi-Fi Space Gray & AirTag Bundle,486.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad Pro 11"" 512GB WiFi Silver & 4-Pack Airtag Bundle",1208.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad Pro 11"" 128GB, Model with Wi-Fi",749.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad Pro 11"" 256GB, Model with Wi-Fi",849.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad Pro 11"" 512GB WiFi Black & 4-Pack Airtag Bundle",1208.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad 10.2"" 256GB, 9th Generation with Wi-Fi",379.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad 10.9"", 10th Generation 2022 Latest Model with Wi-Fi + Cellular and Size",489.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad Pro 12.9"" with Wi-Fi + Cellular and Capacity",1249.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad mini, 6th Gen 64GB with Wi-Fi",379.91,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
iPad Air 13-inch Cellular with M2 (Latest Model 2024 Choose Color and Size),899.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad mini, 6th Gen 256GB with Wi-Fi",519.91,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
iPad Pro 11-inch Cellular with M4 and Nano Glass (Latest Model 2024 Choose Color and Size),2149.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
iPad Pro 11-inch Cellular with M4 (Latest Model 2024 Choose Color and Size),1129.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
iPad Pro 13-inch Cellular with M4 (Latest Model 2024 Choose Color and Size),1399.0,samsclub.com,https://www.samsclub.com/b/apple-ipad/11260108,2024-12-29 19:12:04,,
"iPad 10.9-inch, 64GB Wi-Fi (10th Generation)",339.99,costco.com,https://www.costco.com/ipad.html,2024-12-29 19:14:56,,
"iPad 10.2-inch, 256GB, Wi-Fi (9th Generation)",449.99,costco.com,https://www.costco.com/ipad.html,2024-12-29 19:14:56,,
"iPad 10.9-inch, 256GB Wi-Fi (10th Generation)",489.99,costco.com,https://www.costco.com/ipad.html,2024-12-29 19:14:56,,
"iPad Air 11-inch, 128GB Wi-Fi (M2 chip) Built For Intelligence",569.99,costco.com,https://www.costco.com/ipad.html,2024-12-29 19:14:56,,
"iPad Air 11-inch, 256GB Wi-Fi (M2 chip) Built For Intelligence",669.99,costco.com,https://www.costco.com/ipad.html,2024-12-29 19:14:56,,
"iPad Pro 13-inch, 256GB Wi-Fi (M4 chip) Built For Intelligence",1149.99,costco.com,https://www.costco.com/ipad.html,2024-12-29 19:14:56,,
"iPad Air 13-inch, 128GB Wi-Fi, (M2 chip) Built For Intelligence",769.99,costco.com,https://www.costco.com/ipad.html,2024-12-29 19:14:56,,
"iPad Air 13-inch, 256GB Wi-Fi, (M2 chip) Built For Intelligence",869.99,costco.com,https://www.costco.com/ipad.html,2024-12-29 19:14:56,,
"iPad Pro 11-inch, 256GB Wi-Fi (M4 chip) Built For Intelligence",899.99,costco.com,https://www.costco.com/ipad.html,2024-12-29 19:14:56,,
"iPad Pro 12.9-inch, Wi-Fi (6th Generation) Built For Intelligence",799.99,costco.com,https://www.costco.com/ipad.html,2024-12-29 19:14:56,,
"iPad mini, 128GB, Wi-Fi (A17 Pro Chip)",489.99,costco.com,https://www.costco.com/ipad.html,2024-12-29 19:14:56,,
"iPad Air 13-inch, 512GB Wi-Fi + Cellular, (M2 chip) Built For Intelligence",999.97,costco.com,https://www.costco.com/ipad.html,2024-12-29 19:14:56,,
"iPad Pro 13-inch, 1TB Wi-Fi (M4 chip) Built For Intelligence",1749.99,costco.com,https://www.costco.com/ipad.html,2024-12-29 19:14:56,,
"iPad Pro 13-inch, 512GB Wi-Fi (M4 chip) Built For Intelligence",1349.99,costco.com,https://www.costco.com/ipad.html,2024-12-29 19:14:56,,
"iPad Pro 11-inch, 512GB Wi-Fi (M4 chip) Built For Intelligence",1099.99,costco.com,https://www.costco.com/ipad.html,2024-12-29 19:14:56,,
"iPad Air 13-inch, 256GB Wi-Fi + Cellular, (M2 chip) Built For Intelligence",899.97,costco.com,https://www.costco.com/ipad.html,2024-12-29 19:14:56,,
"iPad Air 10.9-inch, 64GB, Wi-Fi + Cellular (5th Generation) Built For Intelligence",499.97,costco.com,https://www.costco.com/ipad.html,2024-12-29 19:14:56,,
"iPad Air 11-inch, 512GB Wi-Fi (M2 chip) Built For Intelligence",869.99,costco.com,https://www.costco.com/ipad.html,2024-12-29 19:14:56,,
