nom,prix,website,source,date_scraped,category,promotion,url,description,normalized_nom,normalized_description,nom_and_description
GE - 1.6 Cu. Ft. Countertop Microwave with Sensor Cooking and Defrost,159.99,bestbuy.com,https://www.bestbuy.com/site/microwaves/all-microwaves/pcmcat748301803023.c?id=pcmcat748301803023&intl=nosplash,2025-01-18 22:31:01,microwaves,,https://www.bestbuy.com/site/ge-1-6-cu-ft-countertop-microwave-with-sensor-cooking-and-defrost-stainless-steel/6580724.p?skuId=6580724,Specifications Product Height 12 7/8 inches Product Width 21 3/4 inches Product Depth 17 3/4 inches App Compatible No Microwave Type Countertop Turntable Diameter 13 5/8 inches,ge - 1.6 cu. ft. countertop microwave with sensor cooking and defrost,specifications product height 12 7/8 inches product width 21 3/4 inches product depth 17 3/4 inches app compatible no microwave type countertop turntable diameter 13 5/8 inches,GE - 1.6 Cu. Ft. Countertop Microwave with Sensor Cooking and Defrost Specifications Product Height 12 7/8 inches Product Width 21 3/4 inches Product Depth 17 3/4 inches App Compatible No Microwave Type Countertop Turntable Diameter 13 5/8 inches
Samsung - Bespoke 2.1 Cu. Ft. Over-the-Range Microwave with Sensor Cooking and Auto Dimming Glass Touch Controls,379.99,bestbuy.com,https://www.bestbuy.com/site/microwaves/all-microwaves/pcmcat748301803023.c?id=pcmcat748301803023&intl=nosplash,2025-01-18 22:31:01,microwaves,,https://www.bestbuy.com/site/samsung-bespoke-2-1-cu-ft-over-the-range-microwave-with-sensor-cooking-and-auto-dimming-glass-touch-controls-stainless-steel/6568551.p?skuId=6568551,"Specifications Product Height 17 1/16 inches Product Width 29 7/8 inches Product Depth 16 1/2 inches App Compatible Yes Works With Amazon Alexa, Bixby, Google Assistant Microwave Type Over-the-range",samsung - bespoke 2.1 cu. ft. over-the-range microwave with sensor cooking and auto dimming glass touch controls,"specifications product height 17 1/16 inches product width 29 7/8 inches product depth 16 1/2 inches app compatible yes works with amazon alexa, bixby, google assistant microwave type over-the-range","Samsung - Bespoke 2.1 Cu. Ft. Over-the-Range Microwave with Sensor Cooking and Auto Dimming Glass Touch Controls Specifications Product Height 17 1/16 inches Product Width 29 7/8 inches Product Depth 16 1/2 inches App Compatible Yes Works With Amazon Alexa, Bixby, Google Assistant Microwave Type Over-the-range"
GE Profile - Profile Series 1.7 Cu. Ft. Convection Over-the-Range Microwave with Sensor Cooking and Chef Connect,599.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,Save $40,https://www.bestbuy.com/site/ge-profile-profile-series-1-7-cu-ft-convection-over-the-range-microwave-with-sensor-cooking-and-chef-connect-stainless-steel/6497193.p?skuId=6497193,Specifications Product Height 16 5/16 inches Product Width 29 7/8 inches Product Depth 17 1/4 inches App Compatible No Microwave Type Over-the-range Turntable Diameter 13.6 inches,ge profile - profile series 1.7 cu. ft. convection over-the-range microwave with sensor cooking and chef connect,specifications product height 16 5/16 inches product width 29 7/8 inches product depth 17 1/4 inches app compatible no microwave type over-the-range turntable diameter 13.6 inches,GE Profile - Profile Series 1.7 Cu. Ft. Convection Over-the-Range Microwave with Sensor Cooking and Chef Connect Specifications Product Height 16 5/16 inches Product Width 29 7/8 inches Product Depth 17 1/4 inches App Compatible No Microwave Type Over-the-range Turntable Diameter 13.6 inches
Insignia™ - .7 Cu. Ft. Compact  Microwave,59.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,,https://www.bestbuy.com/site/insignia-7-cu-ft-compact-microwave-black/6568217.p?skuId=6568217,Specifications Product Height 10 3/16 inches Product Width 17 5/16 inches Product Depth 14 inches App Compatible No Microwave Type Countertop Turntable Diameter 10 inches,insignia™ - .7 cu. ft. compact  microwave,specifications product height 10 3/16 inches product width 17 5/16 inches product depth 14 inches app compatible no microwave type countertop turntable diameter 10 inches,Insignia™ - .7 Cu. Ft. Compact  Microwave Specifications Product Height 10 3/16 inches Product Width 17 5/16 inches Product Depth 14 inches App Compatible No Microwave Type Countertop Turntable Diameter 10 inches
Sharp - 1.1 Cu. Ft. Countertop Microwave Oven,129.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,,https://www.bestbuy.com/site/sharp-1-1-cu-ft-countertop-microwave-oven-black/6589444.p?skuId=6589444,Specifications Product Height 11 4/5 inches Product Width 20.6 inches Product Depth 14.7 inches App Compatible No Microwave Type Countertop Sensor Cook Yes,sharp - 1.1 cu. ft. countertop microwave oven,specifications product height 11 4/5 inches product width 20.6 inches product depth 14.7 inches app compatible no microwave type countertop sensor cook yes,Sharp - 1.1 Cu. Ft. Countertop Microwave Oven Specifications Product Height 11 4/5 inches Product Width 20.6 inches Product Depth 14.7 inches App Compatible No Microwave Type Countertop Sensor Cook Yes
GE - 1.1 Cu. Ft. Countertop Microwave with Convenience Cooking Controls,119.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,,https://www.bestbuy.com/site/ge-1-1-cu-ft-countertop-microwave-with-convenience-cooking-controls-stainless-steel/6580727.p?skuId=6580727,Specifications Product Height 12 inches Product Width 20 5/16 inches Product Depth 15 5/8 inches App Compatible No Microwave Type Countertop Turntable Diameter 12 3/4 inches,ge - 1.1 cu. ft. countertop microwave with convenience cooking controls,specifications product height 12 inches product width 20 5/16 inches product depth 15 5/8 inches app compatible no microwave type countertop turntable diameter 12 3/4 inches,GE - 1.1 Cu. Ft. Countertop Microwave with Convenience Cooking Controls Specifications Product Height 12 inches Product Width 20 5/16 inches Product Depth 15 5/8 inches App Compatible No Microwave Type Countertop Turntable Diameter 12 3/4 inches
Insignia™ - .9 Cu. Ft. Compact Countertop Microwave,89.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,,https://www.bestbuy.com/site/insignia-9-cu-ft-compact-countertop-microwave-stainless-steel/6568215.p?skuId=6568215,Specifications Product Height 10 3/4 inches Product Width 18 5/8 inches Product Depth 14 1/2 inches App Compatible No Microwave Type Countertop Turntable Diameter 10.6 inches,insignia™ - .9 cu. ft. compact countertop microwave,specifications product height 10 3/4 inches product width 18 5/8 inches product depth 14 1/2 inches app compatible no microwave type countertop turntable diameter 10.6 inches,Insignia™ - .9 Cu. Ft. Compact Countertop Microwave Specifications Product Height 10 3/4 inches Product Width 18 5/8 inches Product Depth 14 1/2 inches App Compatible No Microwave Type Countertop Turntable Diameter 10.6 inches
LG - 1.3 Cu. Ft. Low-Profile Over-The-Range Microwave with Sensor Cook and Zero Clearance Door,449.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,,https://www.bestbuy.com/site/lg-1-3-cu-ft-low-profile-over-the-range-microwave-with-sensor-cook-and-zero-clearance-door-black/6571540.p?skuId=6571540,"Specifications Product Height 11 15/16 inches Product Width 29 7/8 inches Product Depth 19 3/16 inches App Compatible Yes Works With Amazon Alexa, Google Assistant Microwave Type Over-the-range",lg - 1.3 cu. ft. low-profile over-the-range microwave with sensor cook and zero clearance door,"specifications product height 11 15/16 inches product width 29 7/8 inches product depth 19 3/16 inches app compatible yes works with amazon alexa, google assistant microwave type over-the-range","LG - 1.3 Cu. Ft. Low-Profile Over-The-Range Microwave with Sensor Cook and Zero Clearance Door Specifications Product Height 11 15/16 inches Product Width 29 7/8 inches Product Depth 19 3/16 inches App Compatible Yes Works With Amazon Alexa, Google Assistant Microwave Type Over-the-range"
Sharp - 1.1 cu. ft. 1000W Countertop Microwave,129.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,,https://www.bestbuy.com/site/sharp-1-1-cu-ft-1000w-countertop-microwave-white/6576576.p?skuId=6576576,Specifications Product Height 11 4/5 inches Product Width 20 3/5 inches Product Depth 14 2/3 inches App Compatible No Microwave Type Countertop Turntable Diameter 12.4 inches,sharp - 1.1 cu. ft. 1000w countertop microwave,specifications product height 11 4/5 inches product width 20 3/5 inches product depth 14 2/3 inches app compatible no microwave type countertop turntable diameter 12.4 inches,Sharp - 1.1 cu. ft. 1000W Countertop Microwave Specifications Product Height 11 4/5 inches Product Width 20 3/5 inches Product Depth 14 2/3 inches App Compatible No Microwave Type Countertop Turntable Diameter 12.4 inches
Whirlpool - 1.1 Cu. Ft. Over-the-Range Microwave with Flush Built-in Design,349.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,,https://www.bestbuy.com/site/whirlpool-1-1-cu-ft-over-the-range-microwave-with-flush-built-in-design-stainless-steel/6552937.p?skuId=6552937,Specifications Product Height 17 7/8 inches Product Width 30 inches Product Depth 12 3/4 inches App Compatible No Microwave Type Over-the-range Sensor Cook No,whirlpool - 1.1 cu. ft. over-the-range microwave with flush built-in design,specifications product height 17 7/8 inches product width 30 inches product depth 12 3/4 inches app compatible no microwave type over-the-range sensor cook no,Whirlpool - 1.1 Cu. Ft. Over-the-Range Microwave with Flush Built-in Design Specifications Product Height 17 7/8 inches Product Width 30 inches Product Depth 12 3/4 inches App Compatible No Microwave Type Over-the-range Sensor Cook No
GE - 1.7 Cu. Ft. Over-the-Range Microwave with Sensor Cooking and Defrost,229.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,,https://www.bestbuy.com/site/ge-1-7-cu-ft-over-the-range-microwave-with-sensor-cooking-and-defrost-stainless-steel/5268301.p?skuId=5268301,Specifications Product Height 16 5/16 inches Product Width 29 7/8 inches Product Depth 15 inches App Compatible No Microwave Type Over-the-range Turntable Diameter 12.8 inches,ge - 1.7 cu. ft. over-the-range microwave with sensor cooking and defrost,specifications product height 16 5/16 inches product width 29 7/8 inches product depth 15 inches app compatible no microwave type over-the-range turntable diameter 12.8 inches,GE - 1.7 Cu. Ft. Over-the-Range Microwave with Sensor Cooking and Defrost Specifications Product Height 16 5/16 inches Product Width 29 7/8 inches Product Depth 15 inches App Compatible No Microwave Type Over-the-range Turntable Diameter 12.8 inches
KitchenAid - 1.1 Cu. Ft. Over-the-Range Microwave with Sensor Cooking Steel,899.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,,https://www.bestbuy.com/site/kitchenaid-1-1-cu-ft-over-the-range-microwave-with-sensor-cooking-black-stainless-steel/6239570.p?skuId=6239570,Specifications Product Height 10 1/4 inches Product Width 30 inches Product Depth 18 inches App Compatible No Microwave Type Over-the-range Turntable Diameter 12 inches,kitchenaid - 1.1 cu. ft. over-the-range microwave with sensor cooking steel,specifications product height 10 1/4 inches product width 30 inches product depth 18 inches app compatible no microwave type over-the-range turntable diameter 12 inches,KitchenAid - 1.1 Cu. Ft. Over-the-Range Microwave with Sensor Cooking Steel Specifications Product Height 10 1/4 inches Product Width 30 inches Product Depth 18 inches App Compatible No Microwave Type Over-the-range Turntable Diameter 12 inches
GE - 0.7 Cu. Ft. Countertop Microwave with Convenience Cooking Controls Steel,94.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,,https://www.bestbuy.com/site/ge-0-7-cu-ft-countertop-microwave-with-convenience-cooking-controls-black-stainless-steel/6580722.p?skuId=6580722,Specifications Product Height 10 3/16 inches Product Width 17 5/16 inches Product Depth 12 3/4 inches App Compatible No Microwave Type Countertop Turntable Diameter 10 1/4 inches,ge - 0.7 cu. ft. countertop microwave with convenience cooking controls steel,specifications product height 10 3/16 inches product width 17 5/16 inches product depth 12 3/4 inches app compatible no microwave type countertop turntable diameter 10 1/4 inches,GE - 0.7 Cu. Ft. Countertop Microwave with Convenience Cooking Controls Steel Specifications Product Height 10 3/16 inches Product Width 17 5/16 inches Product Depth 12 3/4 inches App Compatible No Microwave Type Countertop Turntable Diameter 10 1/4 inches
GE - 1.9 Cu. Ft. Over-the-Range Microwave with Sensor Cooking and Steam Cleaning,269.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,,https://www.bestbuy.com/site/ge-1-9-cu-ft-over-the-range-microwave-with-sensor-cooking-and-steam-cleaning-white/5291511.p?skuId=5291511,Specifications Product Height 16 1/2 inches Product Width 29 3/4 inches Product Depth 15 1/2 inches App Compatible No Microwave Type Over-the-range Turntable Diameter 14 1/4 inches,ge - 1.9 cu. ft. over-the-range microwave with sensor cooking and steam cleaning,specifications product height 16 1/2 inches product width 29 3/4 inches product depth 15 1/2 inches app compatible no microwave type over-the-range turntable diameter 14 1/4 inches,GE - 1.9 Cu. Ft. Over-the-Range Microwave with Sensor Cooking and Steam Cleaning Specifications Product Height 16 1/2 inches Product Width 29 3/4 inches Product Depth 15 1/2 inches App Compatible No Microwave Type Over-the-range Turntable Diameter 14 1/4 inches
Frigidaire - 1.7 Cu. Ft. Over-The-Range Microwave with Quick Start,199.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,,https://www.bestbuy.com/site/frigidaire-1-7-cu-ft-over-the-range-microwave-with-quick-start-stainless-steel/6603035.p?skuId=6603035,Specifications Product Height 16 4/9 inches Product Width 29 7/8 inches Product Depth 15 4/9 inches App Compatible No Microwave Type Over-the-range Turntable Diameter 12.4 inches,frigidaire - 1.7 cu. ft. over-the-range microwave with quick start,specifications product height 16 4/9 inches product width 29 7/8 inches product depth 15 4/9 inches app compatible no microwave type over-the-range turntable diameter 12.4 inches,Frigidaire - 1.7 Cu. Ft. Over-The-Range Microwave with Quick Start Specifications Product Height 16 4/9 inches Product Width 29 7/8 inches Product Depth 15 4/9 inches App Compatible No Microwave Type Over-the-range Turntable Diameter 12.4 inches
LG - 2.1 Cu. Ft. Over-the-Range Smart Microwave with Sensor Cooking and ExtendaVent 2.0,399.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,,https://www.bestbuy.com/site/lg-2-1-cu-ft-over-the-range-smart-microwave-with-sensor-cooking-and-extendavent-2-0-stainless-steel/6508557.p?skuId=6508557,"Specifications Product Height 17 3/4 inches Product Width 29 15/16 inches Product Depth 15 13/16 inches App Compatible Yes Works With Amazon Alexa, Google Assistant Microwave Type Over-the-range",lg - 2.1 cu. ft. over-the-range smart microwave with sensor cooking and extendavent 2.0,"specifications product height 17 3/4 inches product width 29 15/16 inches product depth 15 13/16 inches app compatible yes works with amazon alexa, google assistant microwave type over-the-range","LG - 2.1 Cu. Ft. Over-the-Range Smart Microwave with Sensor Cooking and ExtendaVent 2.0 Specifications Product Height 17 3/4 inches Product Width 29 15/16 inches Product Depth 15 13/16 inches App Compatible Yes Works With Amazon Alexa, Google Assistant Microwave Type Over-the-range"
Samsung - 1.7 cu. ft. Over-the-Range Convection Microwave with WiFi Steel,449.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=3&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,Save $207,https://www.bestbuy.com/site/samsung-1-7-cu-ft-over-the-range-convection-microwave-with-wifi-black-stainless-steel/6419339.p?skuId=6419339,Specifications Product Height 16 15/16 inches Product Width 29 7/8 inches Product Depth 16 19/32 inches App Compatible Yes Microwave Type Over-the-range Turntable Diameter 13.56 inches,samsung - 1.7 cu. ft. over-the-range convection microwave with wifi steel,specifications product height 16 15/16 inches product width 29 7/8 inches product depth 16 19/32 inches app compatible yes microwave type over-the-range turntable diameter 13.56 inches,Samsung - 1.7 cu. ft. Over-the-Range Convection Microwave with WiFi Steel Specifications Product Height 16 15/16 inches Product Width 29 7/8 inches Product Depth 16 19/32 inches App Compatible Yes Microwave Type Over-the-range Turntable Diameter 13.56 inches
Samsung - 1.7 Cu. Ft. Over-the-Range Microwave Steel,219.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=3&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,Save $113,https://www.bestbuy.com/site/samsung-1-7-cu-ft-over-the-range-microwave-black-stainless-steel/6396301.p?skuId=6396301,Specifications Product Height 17 1/16 inches Product Width 29 7/8 inches Product Depth 16 1/2 inches App Compatible No Microwave Type Over-the-range Turntable Diameter 11 1/2 inches,samsung - 1.7 cu. ft. over-the-range microwave steel,specifications product height 17 1/16 inches product width 29 7/8 inches product depth 16 1/2 inches app compatible no microwave type over-the-range turntable diameter 11 1/2 inches,Samsung - 1.7 Cu. Ft. Over-the-Range Microwave Steel Specifications Product Height 17 1/16 inches Product Width 29 7/8 inches Product Depth 16 1/2 inches App Compatible No Microwave Type Over-the-range Turntable Diameter 11 1/2 inches
Whirlpool - 2.2 Cu. Ft. Countertop Microwave with Sensor Cooking,332.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=3&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,,https://www.bestbuy.com/site/whirlpool-2-2-cu-ft-countertop-microwave-with-sensor-cooking-stainless-steel/6585626.p?skuId=6585626,Specifications Product Height 14 9/50 inches Product Width 24 3/4 inches Product Depth 19 1/4 inches App Compatible No Microwave Type Countertop Turntable Diameter 16 1/2 inches,whirlpool - 2.2 cu. ft. countertop microwave with sensor cooking,specifications product height 14 9/50 inches product width 24 3/4 inches product depth 19 1/4 inches app compatible no microwave type countertop turntable diameter 16 1/2 inches,Whirlpool - 2.2 Cu. Ft. Countertop Microwave with Sensor Cooking Specifications Product Height 14 9/50 inches Product Width 24 3/4 inches Product Depth 19 1/4 inches App Compatible No Microwave Type Countertop Turntable Diameter 16 1/2 inches
Whirlpool - 1.1 Cu. Ft. Low Profile Over-the-Range Microwave Hood Combination,399.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=3&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,,https://www.bestbuy.com/site/whirlpool-1-1-cu-ft-low-profile-over-the-range-microwave-hood-combination-stainless-steel/6196916.p?skuId=6196916,Specifications Product Height 10 5/16 inches Product Width 29 7/8 inches Product Depth 18 inches App Compatible No Microwave Type Over-the-range Turntable Diameter 12 inches,whirlpool - 1.1 cu. ft. low profile over-the-range microwave hood combination,specifications product height 10 5/16 inches product width 29 7/8 inches product depth 18 inches app compatible no microwave type over-the-range turntable diameter 12 inches,Whirlpool - 1.1 Cu. Ft. Low Profile Over-the-Range Microwave Hood Combination Specifications Product Height 10 5/16 inches Product Width 29 7/8 inches Product Depth 18 inches App Compatible No Microwave Type Over-the-range Turntable Diameter 12 inches
Whirlpool - 1.9 Cu. Ft. Over-the-Range Microwave with Sensor Cooking,399.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=3&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,,https://www.bestbuy.com/site/whirlpool-1-9-cu-ft-over-the-range-microwave-with-sensor-cooking-stainless-steel/5900308.p?skuId=5900308,Specifications Product Height 17 1/8 inches Product Width 29 7/8 inches Product Depth 15 5/8 inches App Compatible No Microwave Type Over-the-range Turntable Diameter 12 inches,whirlpool - 1.9 cu. ft. over-the-range microwave with sensor cooking,specifications product height 17 1/8 inches product width 29 7/8 inches product depth 15 5/8 inches app compatible no microwave type over-the-range turntable diameter 12 inches,Whirlpool - 1.9 Cu. Ft. Over-the-Range Microwave with Sensor Cooking Specifications Product Height 17 1/8 inches Product Width 29 7/8 inches Product Depth 15 5/8 inches App Compatible No Microwave Type Over-the-range Turntable Diameter 12 inches
LG - 1.7 Cu. Ft. Convection Over-the-Range Microwave with Sensor Cooking and Air Fry Steel,549.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=3&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,,https://www.bestbuy.com/site/lg-1-7-cu-ft-convection-over-the-range-microwave-with-sensor-cooking-and-air-fry-black-stainless-steel/6508555.p?skuId=6508555,"Specifications Product Height 16 7/16 inches Product Width 29 15/16 inches Product Depth 15 1/4 inches App Compatible Yes Works With Amazon Alexa, Google Assistant Microwave Type Over-the-range",lg - 1.7 cu. ft. convection over-the-range microwave with sensor cooking and air fry steel,"specifications product height 16 7/16 inches product width 29 15/16 inches product depth 15 1/4 inches app compatible yes works with amazon alexa, google assistant microwave type over-the-range","LG - 1.7 Cu. Ft. Convection Over-the-Range Microwave with Sensor Cooking and Air Fry Steel Specifications Product Height 16 7/16 inches Product Width 29 15/16 inches Product Depth 15 1/4 inches App Compatible Yes Works With Amazon Alexa, Google Assistant Microwave Type Over-the-range"
GE - Profile Series 1.1 Cu. Ft. Built-In Microwave with Sensor Cooking and Defrost,479.0,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=3&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,,https://www.bestbuy.com/site/ge-profile-series-1-1-cu-ft-built-in-microwave-with-sensor-cooking-and-defrost-stainless-steel/2557267.p?skuId=2557267,Specifications Product Height 12 1/8 inches Product Width 24 inches Product Depth 12 7/8 inches App Compatible No Microwave Type Built-in Turntable Diameter 10 5/8 inches,ge - profile series 1.1 cu. ft. built-in microwave with sensor cooking and defrost,specifications product height 12 1/8 inches product width 24 inches product depth 12 7/8 inches app compatible no microwave type built-in turntable diameter 10 5/8 inches,GE - Profile Series 1.1 Cu. Ft. Built-In Microwave with Sensor Cooking and Defrost Specifications Product Height 12 1/8 inches Product Width 24 inches Product Depth 12 7/8 inches App Compatible No Microwave Type Built-in Turntable Diameter 10 5/8 inches
GE Profile - 2.1 Cu. Ft. Over-the-Range Microwave with Sensor Cooking and Chef Connect,419.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=3&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,,https://www.bestbuy.com/site/ge-profile-2-1-cu-ft-over-the-range-microwave-with-sensor-cooking-and-chef-connect-stainless-steel/4321128.p?skuId=4321128,Specifications Product Height 16 7/16 inches Product Width 29 7/8 inches Product Depth 15 9/16 inches App Compatible No Microwave Type Over-the-range Turntable Diameter 14.2 inches,ge profile - 2.1 cu. ft. over-the-range microwave with sensor cooking and chef connect,specifications product height 16 7/16 inches product width 29 7/8 inches product depth 15 9/16 inches app compatible no microwave type over-the-range turntable diameter 14.2 inches,GE Profile - 2.1 Cu. Ft. Over-the-Range Microwave with Sensor Cooking and Chef Connect Specifications Product Height 16 7/16 inches Product Width 29 7/8 inches Product Depth 15 9/16 inches App Compatible No Microwave Type Over-the-range Turntable Diameter 14.2 inches
Insignia™ - 1.7 Cu. Ft. Over-the-Range Microwave,179.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat748301803023&cp=3&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat748301803023&type=page&usc=All%20Categories,2025-01-18 22:31:01,microwaves,,https://www.bestbuy.com/site/insignia-1-7-cu-ft-over-the-range-microwave-stainless-steel/6499238.p?skuId=6499238,Specifications Product Height 16 7/16 inches Product Width 29 15/16 inches Product Depth 17 3/4 inches App Compatible No Microwave Type Over-the-range Turntable Diameter 13.6 inches,insignia™ - 1.7 cu. ft. over-the-range microwave,specifications product height 16 7/16 inches product width 29 15/16 inches product depth 17 3/4 inches app compatible no microwave type over-the-range turntable diameter 13.6 inches,Insignia™ - 1.7 Cu. Ft. Over-the-Range Microwave Specifications Product Height 16 7/16 inches Product Width 29 15/16 inches Product Depth 17 3/4 inches App Compatible No Microwave Type Over-the-range Turntable Diameter 13.6 inches
